"cluster ID","marker gene","myAUC","avg_diff","power","","",""
"GABA1","Gsta4","0.805","1.1258588915434","0.61","","",""
"GABA1","Capns1","0.195","-1.1195839167663","0.61","","",""
"GABA1","Abhd3","0.803","1.7616920567461","0.606","","",""
"GABA1","Apba2","0.801","1.2479608269798","0.602","","",""
"GABA1","Pam","0.201","-1.587221432035","0.598","","",""
"GABA1","Sri","0.798","1.0058645072632","0.596","","",""
"GABA1","D0H4S114","0.797","1.8631472703054","0.594","","",""
"GABA1","Glipr1","0.797","3.8764523483881","0.594","","",""
"GABA1","Fxyd6","0.203","-1.0475294496765","0.594","","",""
"GABA1","Fosb","0.205","-2.2497828316526","0.59","","",""
"GABA1","Rab3b","0.205","-2.7511685134892","0.59","","",""
"GABA1","Tmem127","0.795","1.4251319334167","0.59","","",""
"GABA1","Dbpht2","0.206","-3.4897340255043","0.588","","",""
"GABA1","Syt5","0.207","-1.1980123431514","0.586","","",""
"GABA1","Kcnab3","0.793","3.4637445096837","0.586","","",""
"GABA1","Slc30a3","0.793","3.2458231718747","0.586","","",""
"GABA1","Spint2","0.208","-2.6857367329289","0.584","","",""
"GABA1","BC030500","0.792","1.528853639155","0.584","","",""
"GABA1","Tspan4","0.791","1.5840737317904","0.582","","",""
"GABA1","Kctd8","0.79","1.7116229268279","0.58","","",""
"GABA1","Crip2","0.211","-3.5463685028596","0.578","","",""
"GABA1","Pmp22","0.789","3.1757099724146","0.578","","",""
"GABA1","Gpx3","0.213","-2.4251610564628","0.574","","",""
"GABA1","A830082N09Rik","0.787","1.7835149372114","0.574","","",""
"GABA1","Pdia6","0.214","-1.4062937902134","0.572","","",""
"GABA1","4930572J05Rik","0.786","1.3918597320177","0.572","","",""
"GABA1","Gt(ROSA)26Sor","0.786","1.172689554656","0.572","","",""
"GABA1","Sst","0.786","1.3723814514073","0.572","","",""
"GABA1","D3Bwg0562e","0.218","-1.5873707598199","0.564","","",""
"GABA1","Tiam2","0.782","2.4851626536836","0.564","","",""
"GABA1","Vamp1","0.78","1.2858648013114","0.56","","",""
"GABA1","Aig1","0.779","1.1497371606211","0.558","","",""
"GABA1","B930041F14Rik","0.778","1.3399503982042","0.556","","",""
"GABA1","Sept4","0.778","1.4476925492367","0.556","","",""
"GABA1","Pcp4l1","0.777","1.1005467958234","0.554","","",""
"GABA1","2010204K13Rik","0.224","-1.910013352519","0.552","","",""
"GABA1","Egr1","0.224","-2.5225419942892","0.552","","",""
"GABA1","Nktr","0.224","-1.7359486792142","0.552","","",""
"GABA1","Gfra2","0.776","1.1168062616461","0.552","","",""
"GABA1","Kcnn2","0.776","2.4713613017486","0.552","","",""
"GABA1","Vat1","0.225","-1.9134007945601","0.55","","",""
"GABA1","Bzw1","0.775","1.010537820984","0.55","","",""
"GABA1","Enho","0.775","1.6407838022033","0.55","","",""
"GABA1","Pde4a","0.774","1.605215386932","0.548","","",""
"GABA1","Capza1","0.773","1.4484531104511","0.546","","",""
"GABA1","Gucy1a3","0.773","1.5030397133376","0.546","","",""
"GABA1","Nxt2","0.773","1.4514898563914","0.546","","",""
"GABA1","Ptchd1","0.773","1.4729879699703","0.546","","",""
"GABA1","AW551984","0.228","-2.383870986743","0.544","","",""
"GABA1","Pex19","0.771","1.4560908163876","0.542","","",""
"GABA1","Pacsin2","0.77","1.3450692251594","0.54","","",""
"GABA1","Peg13","0.77","1.1555620551492","0.54","","",""
"GABA1","Dos","0.231","-1.2359789655448","0.538","","",""
"GABA1","Amn","0.769","2.4533134072742","0.538","","",""
"GABA1","Chrm2","0.769","2.0169168369624","0.538","","",""
"GABA1","Lrrtm1","0.769","1.0764836591826","0.538","","",""
"GABA1","Rerg","0.767","1.936158813255","0.534","","",""
"GABA1","Nefm","0.765","1.0378228828099","0.53","","",""
"GABA1","Stard4","0.765","2.2623534395898","0.53","","",""
"GABA1","Acly","0.764","1.01017887715","0.528","","",""
"GABA1","Bcan","0.764","1.7516566311139","0.528","","",""
"GABA1","1700020I14Rik","0.762","1.915303594152","0.524","","",""
"GABA1","Dcun1d2","0.761","1.2230857459198","0.522","","",""
"GABA1","Btg2","0.24","-5.5010861644294","0.52","","",""
"GABA1","Bex4","0.241","-1.9321048585888","0.518","","",""
"GABA1","Ngb","0.241","-5.0985635706046","0.518","","",""
"GABA1","Cyb5r4","0.759","2.1925227466549","0.518","","",""
"GABA1","Mfhas1","0.759","1.1581684962105","0.518","","",""
"GABA1","Ube2m","0.759","1.5118017502552","0.518","","",""
"GABA1","Ccnh","0.758","1.2575456932947","0.516","","",""
"GABA1","Kcnma1","0.758","1.4794567531139","0.516","","",""
"GABA1","Ubl7","0.758","1.3206198298057","0.516","","",""
"GABA1","1700086L19Rik","0.243","-1.8159288067923","0.514","","",""
"GABA1","Cabp1","0.757","1.5121926138152","0.514","","",""
"GABA1","Tmem218","0.757","1.9913630018553","0.514","","",""
"GABA1","Tmem90a","0.757","1.6593844732051","0.514","","",""
"GABA1","Zfp385b","0.757","1.8040532602227","0.514","","",""
"GABA1","Sdf2","0.245","-1.065311375832","0.51","","",""
"GABA1","Grb14","0.755","1.3478396884639","0.51","","",""
"GABA1","Pcdh9","0.755","1.0009708698312","0.51","","",""
"GABA1","Psmb10","0.755","1.0001653291678","0.51","","",""
"GABA1","Akr1b10","0.754","1.7541003834856","0.508","","",""
"GABA1","Nacc2","0.754","1.7051732494414","0.508","","",""
"GABA1","Pla2g7","0.754","1.7758826563579","0.508","","",""
"GABA1","Rbms3","0.754","1.1212545027989","0.508","","",""
"GABA1","Zfp385a","0.753","1.8305125564015","0.506","","",""
"GABA1","D430019H16Rik","0.248","-4.7530842487523","0.504","","",""
"GABA1","Ppargc1a","0.752","1.834888512781","0.504","","",""
"GABA1","Scn1b","0.752","1.2802439699023","0.504","","",""
"GABA1","BC037034","0.751","1.7369134968317","0.502","","",""
"GABA1","Gria1","0.25","-1.6340280931008","0.5","","",""
"GABA1","Cds1","0.749","1.5186380992694","0.498","","",""
"GABA1","Eif5a2","0.749","1.5389467444566","0.498","","",""
"GABA1","Arpc5","0.252","-1.1000442287264","0.496","","",""
"GABA1","D16H22S680E","0.748","1.0152756528828","0.496","","",""
"GABA1","Grsf1","0.747","1.11191151056","0.494","","",""
"GABA1","Kcnh2","0.746","1.6482647236823","0.492","","",""
"GABA1","Tspyl2","0.255","-1.274802402705","0.49","","",""
"GABA1","Junb","0.256","-2.8358852232081","0.488","","",""
"GABA1","Tram1l1","0.256","-1.9423198200956","0.488","","",""
"GABA1","Nxph1","0.744","1.5078535642179","0.488","","",""
"GABA1","Sytl2","0.743","3.3910396134689","0.486","","",""
"GABA1","Ddost","0.258","-1.258303440996","0.484","","",""
"GABA1","Aifm2","0.742","1.8276572437311","0.484","","",""
"GABA1","Slc24a2","0.742","1.5934640289574","0.484","","",""
"GABA1","Celsr2","0.741","1.1384401316874","0.482","","",""
"GABA1","A330050F15Rik","0.74","2.8404585848078","0.48","","",""
"GABA1","Cgn","0.74","1.2734458853488","0.48","","",""
"GABA1","Fam63b","0.74","1.0577614720741","0.48","","",""
"GABA1","Tmem129","0.74","1.5845400139424","0.48","","",""
"GABA1","1300018J18Rik","0.739","1.8403603142563","0.478","","",""
"GABA1","Adra1b","0.739","1.0920347264743","0.478","","",""
"GABA1","Asap1","0.739","1.1610125022118","0.478","","",""
"GABA1","Cd63","0.262","-2.917074084596","0.476","","",""
"GABA1","Rasgef1a","0.262","-3.2514046490699","0.476","","",""
"GABA1","Cirh1a","0.738","1.057245013318","0.476","","",""
"GABA1","Pgs1","0.736","1.1007435631738","0.472","","",""
"GABA1","Ube2ql1","0.736","1.5364394367583","0.472","","",""
"GABA1","Cetn2","0.266","-1.1418906819427","0.468","","",""
"GABA1","Eif1ax","0.734","1.0490336716931","0.468","","",""
"GABA1","Fam101b","0.734","1.2760812548855","0.468","","",""
"GABA1","Gfm2","0.734","1.4460747648711","0.468","","",""
"GABA1","N4bp3","0.734","2.5459044627261","0.468","","",""
"GABA1","Paqr4","0.734","1.5629651729574","0.468","","",""
"GABA1","Tceal6","0.267","-1.1059931138798","0.466","","",""
"GABA1","Ap3s2","0.732","1.0118769361848","0.464","","",""
"GABA1","Pnpo","0.732","1.0155591027275","0.464","","",""
"GABA1","Cav2","0.731","2.5205915173173","0.462","","",""
"GABA1","Kcnj12","0.731","2.4996024807414","0.462","","",""
"GABA1","Wdr45","0.731","1.1191127927919","0.462","","",""
"GABA1","Cntfr","0.73","1.6149917233883","0.46","","",""
"GABA1","A930011O12Rik","0.727","1.2538824709343","0.454","","",""
"GABA1","Elf2","0.727","1.3187998822222","0.454","","",""
"GABA1","Zmat4","0.727","1.2630589131629","0.454","","",""
"GABA1","Pfkfb3","0.726","2.0645314400877","0.452","","",""
"GABA1","Pip5kl1","0.726","1.999317878333","0.452","","",""
"GABA1","Sec61b","0.275","-1.0146929351187","0.45","","",""
"GABA1","Npy","0.725","-1.1905618106305","0.45","","",""
"GABA1","Rbms1","0.725","1.0936806634256","0.45","","",""
"GABA1","Fam76a","0.276","-2.5139552404687","0.448","","",""
"GABA1","Atrnl1","0.724","1.8041514355804","0.448","","",""
"GABA1","Cdk18","0.724","1.151030229987","0.448","","",""
"GABA1","Sirt3","0.724","1.0157113641832","0.448","","",""
"GABA1","Reps2","0.723","1.2565728649395","0.446","","",""
"GABA1","Arx","0.722","1.099925870545","0.444","","",""
"GABA1","Lancl3","0.721","2.3879234055282","0.442","","",""
"GABA1","Phlda3","0.721","1.3686128558918","0.442","","",""
"GABA1","Atp8a1","0.28","-2.3134033658525","0.44","","",""
"GABA1","Igbp1","0.72","1.2453008073097","0.44","","",""
"GABA1","Nat8l","0.72","1.1630538185723","0.44","","",""
"GABA1","Ralb","0.72","1.1354911134667","0.44","","",""
"GABA1","Rgs9","0.281","-4.698085098885","0.438","","",""
"GABA1","6330406I15Rik","0.719","1.8319281772305","0.438","","",""
"GABA1","Ptp4a3","0.719","1.1916644831389","0.438","","",""
"GABA1","6820408C15Rik","0.718","1.5048774663835","0.436","","",""
"GABA1","Peg10","0.283","-2.2885294906624","0.434","","",""
"GABA1","Rpl3","0.283","-1.2234039202413","0.434","","",""
"GABA1","Kcnc2","0.717","1.2842425127278","0.434","","",""
"GABA1","Pbx3","0.717","1.9211776790833","0.434","","",""
"GABA1","Sepx1","0.717","1.5581571365838","0.434","","",""
"GABA1","Rpp25","0.716","1.1818666596022","0.432","","",""
"GABA1","Scn9a","0.286","-2.8988976486468","0.428","","",""
"GABA1","Tmem176b","0.286","-2.6253708376907","0.428","","",""
"GABA1","Arf6","0.714","1.0684988518266","0.428","","",""
"GABA1","Tbc1d9","0.714","1.0784793275817","0.428","","",""
"GABA1","Tm6sf1","0.714","1.4803574871287","0.428","","",""
"GABA1","Gstm7","0.287","-4.6614657574872","0.426","","",""
"GABA1","Odz1","0.713","1.1050552039397","0.426","","",""
"GABA1","Scrt1","0.713","1.578899678288","0.426","","",""
"GABA1","Tmem108","0.713","1.1948327710502","0.426","","",""
"GABA1","Arl4a","0.288","-1.6898572983362","0.424","","",""
"GABA1","Fam71e1","0.712","1.082970795544","0.424","","",""
"GABA1","Rrp36","0.712","1.1469088561469","0.424","","",""
"GABA1","Gng10","0.289","-1.7071288229546","0.422","","",""
"GABA1","Rgs2","0.289","-2.1001505567973","0.422","","",""
"GABA1","Btbd9","0.711","1.0656460042519","0.422","","",""
"GABA1","H2-Ke6","0.29","-1.9679308037759","0.42","","",""
"GABA1","Rsph9","0.29","-1.6560092052285","0.42","","",""
"GABA1","Cbx4","0.71","1.0827204927784","0.42","","",""
"GABA1","Irf3","0.71","1.6004572165024","0.42","","",""
"GABA1","Kcna1","0.71","1.762682917153","0.42","","",""
"GABA1","Eif2ak4","0.709","1.0589323679275","0.418","","",""
"GABA1","Pik3ca","0.709","1.0220694366826","0.418","","",""
"GABA1","Terf1","0.709","1.0501291517649","0.418","","",""
"GABA1","Cdkl2","0.292","-2.1540865806777","0.416","","",""
"GABA1","Efr3a","0.708","1.1249645741543","0.416","","",""
"GABA1","Gfra1","0.708","1.7345899231203","0.416","","",""
"GABA1","Scai","0.708","1.0208543179501","0.416","","",""
"GABA1","Slc35b1","0.293","-1.3810316773012","0.414","","",""
"GABA1","Ankrd29","0.707","1.2137343918659","0.414","","",""
"GABA1","Rps27a","0.294","-1.4666863192242","0.412","","",""
"GABA1","Anp32b","0.296","-1.181318053651","0.408","","",""
"GABA1","Pcsk2","0.296","-2.2485159531579","0.408","","",""
"GABA1","Rpl6","0.296","-1.3216560821012","0.408","","",""
"GABA1","1810041L15Rik","0.704","1.6157192399218","0.408","","",""
"GABA1","Esrra","0.704","1.4698981293344","0.408","","",""
"GABA1","Ank3","0.297","-1.1413062470194","0.406","","",""
"GABA1","Hpcal4","0.297","-3.0068862800438","0.406","","",""
"GABA1","Maged2","0.297","-1.2222423189129","0.406","","",""
"GABA1","Cdk14","0.703","1.1003404886916","0.406","","",""
"GABA1","Rpn2","0.298","-1.1211283680138","0.404","","",""
"GABA1","Rps7","0.299","-1.0828221374708","0.402","","",""
"GABA1","Ckap4","0.701","1.2954218210051","0.402","","",""
"GABA1","Crebzf","0.701","1.0219786766276","0.402","","",""
"GABA1","Igsf3","0.701","1.5389451315711","0.402","","",""
"GABA1","Rnft1","0.701","1.1547855476509","0.402","","",""
"GABA1","Pnma3","0.3","-2.214215712512","0.4","","",""
"GABA2","St18","0.948","2.7182385177305","0.896","","",""
"GABA2","Tcf4","0.924","2.0419689356976","0.848","","",""
"GABA2","Npas1","0.917","4.4092429901444","0.834","","",""
"GABA2","Rprm","0.915","2.1265261358867","0.83","","",""
"GABA2","Nkx2-1","0.907","2.2237478601756","0.814","","",""
"GABA2","Gldn","0.903","3.1790545909979","0.806","","",""
"GABA2","Ralyl","0.9","1.3389004185303","0.8","","",""
"GABA2","Calb1","0.876","1.6172300902124","0.752","","",""
"GABA2","Lmo4","0.876","1.9766423799228","0.752","","",""
"GABA2","Ppp1r17","0.856","1.8288096294751","0.712","","",""
"GABA2","Kcnip4","0.845","1.5109013809114","0.69","","",""
"GABA2","Nfib","0.844","2.8107167946021","0.688","","",""
"GABA2","Dlx1","0.837","1.3526792720863","0.674","","",""
"GABA2","Dlk1","0.165","-3.4446191360889","0.67","","",""
"GABA2","Gal","0.821","1.0685901121551","0.642","","",""
"GABA2","Pnoc","0.82","1.2705064653035","0.64","","",""
"GABA2","Etv1","0.802","3.1710986104504","0.604","","",""
"GABA2","Elavl4","0.21","-1.4247539849686","0.58","","",""
"GABA2","Dtymk","0.788","1.2421366271968","0.576","","",""
"GABA2","Lhx6","0.788","2.3529445093784","0.576","","",""
"GABA2","Lmo1","0.787","1.9073092141606","0.574","","",""
"GABA2","Gpr101","0.779","1.457492774811","0.558","","",""
"GABA2","Camk2n1","0.223","-2.218331135112","0.554","","",""
"GABA2","Nfix","0.768","2.5618644511709","0.536","","",""
"GABA2","Abcb8","0.764","1.0839943064485","0.528","","",""
"GABA2","Id2","0.756","1.8788771230012","0.512","","",""
"GABA2","Nrp1","0.756","1.3658198164708","0.512","","",""
"GABA2","Psd3","0.754","1.1521252678049","0.508","","",""
"GABA2","Sec14l3","0.752","2.0576632285968","0.504","","",""
"GABA2","Dlx2","0.75","1.1833010845368","0.5","","",""
"GABA2","Lmo3","0.746","1.4529101056293","0.492","","",""
"GABA2","Ptprg","0.745","1.5354203021709","0.49","","",""
"GABA2","Cntn1","0.256","-2.119699258081","0.488","","",""
"GABA2","B3gnt2","0.742","1.2355664366963","0.484","","",""
"GABA2","Mtfp1","0.739","1.3041073049552","0.478","","",""
"GABA2","Higd1a","0.262","-1.6433693401615","0.476","","",""
"GABA2","Smoc1","0.736","1.625018010344","0.472","","",""
"GABA2","Ece1","0.267","-2.7034790569209","0.466","","",""
"GABA2","Ier2","0.727","1.7737859288059","0.454","","",""
"GABA2","Tox","0.727","1.4316205029629","0.454","","",""
"GABA2","Atp2c1","0.725","1.4360895079983","0.45","","",""
"GABA2","Slc25a5","0.28","-1.0059095492891","0.44","","",""
"GABA2","Plekha7","0.718","1.7748983884544","0.436","","",""
"GABA2","Chga","0.286","-1.0236244139804","0.428","","",""
"GABA2","Rgs2","0.288","-1.7844776799759","0.424","","",""
"GABA2","Tle1","0.712","1.4286762072007","0.424","","",""
"GABA2","Tekt2","0.71","1.5067618715549","0.42","","",""
"GABA2","Fhad1","0.709","1.016676076326","0.418","","",""
"GABA2","Kdm5a","0.708","1.0810380513123","0.416","","",""
"GABA2","Nell1","0.704","1.0113841689049","0.408","","",""
"GABA2","Mrpl34","0.298","-1.4306721792617","0.404","","",""
"GABA3","Meis2","0.977","3.7272164531806","0.954","","",""
"GABA3","Nap1l5","0.037","-1.4230046428923","0.926","","",""
"GABA3","Arpp21","0.951","4.0921795328017","0.902","","",""
"GABA3","Resp18","0.058","-1.8479705946531","0.884","","",""
"GABA3","Ncdn","0.918","2.0414642873057","0.836","","",""
"GABA3","Ndn","0.086","-1.0051802688991","0.828","","",""
"GABA3","Baiap2","0.898","2.3964422440019","0.796","","",""
"GABA3","Gnas","0.104","-1.1866790871397","0.792","","",""
"GABA3","Prkcb","0.887","1.91736584927","0.774","","",""
"GABA3","Tmem130","0.114","-1.075615388209","0.772","","",""
"GABA3","Snca","0.886","1.8210786489796","0.772","","",""
"GABA3","A730017C20Rik","0.123","-1.48746488255","0.754","","",""
"GABA3","Gprasp2","0.123","-1.201657493763","0.754","","",""
"GABA3","Gnal","0.877","1.9628027779993","0.754","","",""
"GABA3","Pcbd1","0.135","-5.5746745851641","0.73","","",""
"GABA3","Ramp1","0.864","3.2436642160353","0.728","","",""
"GABA3","Bcl11b","0.862","2.6460027286738","0.724","","",""
"GABA3","Scg3","0.148","-1.5289857293234","0.704","","",""
"GABA3","Camkv","0.852","1.454424392298","0.704","","",""
"GABA3","Rprml","0.849","2.5143797491373","0.698","","",""
"GABA3","Fkbp1a","0.845","1.0213274236604","0.69","","",""
"GABA3","Ppp1r1b","0.843","5.7768288485685","0.686","","",""
"GABA3","Cplx2","0.842","1.379662637971","0.684","","",""
"GABA3","Crym","0.842","4.9066326782296","0.684","","",""
"GABA3","Ctsl","0.161","-1.495174971194","0.678","","",""
"GABA3","Ngef","0.83","2.0402206779715","0.66","","",""
"GABA3","Akap5","0.827","2.3520116122325","0.654","","",""
"GABA3","Gpx3","0.176","-3.0313410707627","0.648","","",""
"GABA3","Atp2b1","0.824","1.113582239814","0.648","","",""
"GABA3","Ctxn1","0.819","1.2378690786631","0.638","","",""
"GABA3","Dclk3","0.819","2.4329603386175","0.638","","",""
"GABA3","Matk","0.813","1.0706552415517","0.626","","",""
"GABA3","Ppp3ca","0.813","1.5395528215317","0.626","","",""
"GABA3","Dbndd2","0.811","1.5512052143824","0.622","","",""
"GABA3","Hpca","0.809","2.0161795141602","0.618","","",""
"GABA3","Chn1","0.808","1.1875847036267","0.616","","",""
"GABA3","Pde1a","0.808","1.6120365725766","0.616","","",""
"GABA3","Gpr88","0.805","3.2640080725907","0.61","","",""
"GABA3","Rab3b","0.195","-2.4057007876895","0.61","","",""
"GABA3","Rbfox1","0.803","1.5911141207345","0.606","","",""
"GABA3","Prr13","0.197","-2.062725642984","0.606","","",""
"GABA3","Map2k1","0.799","1.0142547016081","0.598","","",""
"GABA3","Phactr1","0.798","1.2496704745775","0.596","","",""
"GABA3","Cdk17","0.793","1.8910576348696","0.586","","",""
"GABA3","Cpne5","0.792","1.4607078685499","0.584","","",""
"GABA3","Elavl4","0.209","-1.2054528364931","0.582","","",""
"GABA3","Alg2","0.211","-1.181889190732","0.578","","",""
"GABA3","Sez6","0.788","1.957048233692","0.576","","",""
"GABA3","Stmn1","0.214","-1.7554840509602","0.572","","",""
"GABA3","Ptk2b","0.786","3.3184021110032","0.572","","",""
"GABA3","Rpl6","0.216","-1.6546965478558","0.568","","",""
"GABA3","Car11","0.782","1.8818671086305","0.564","","",""
"GABA3","Rbfox3","0.78","1.1629553192891","0.56","","",""
"GABA3","Cpne6","0.779","1.1950337103864","0.558","","",""
"GABA3","Vat1","0.223","-1.5786515711786","0.554","","",""
"GABA3","Col6a1","0.776","2.7392633248802","0.552","","",""
"GABA3","Rit2","0.226","-1.044216443022","0.548","","",""
"GABA3","C030046I01Rik","0.774","1.8559668164764","0.548","","",""
"GABA3","Icam5","0.774","2.2046197624862","0.548","","",""
"GABA3","Rps25","0.228","-1.1793635308696","0.544","","",""
"GABA3","Gng7","0.772","2.2890136896846","0.544","","",""
"GABA3","Fos","0.23","-1.0203150234284","0.54","","",""
"GABA3","Rps8","0.233","-1.7757440296387","0.534","","",""
"GABA3","6330527O06Rik","0.767","2.5508349298686","0.534","","",""
"GABA3","Lmo4","0.767","1.7627190767695","0.534","","",""
"GABA3","Fam70a","0.235","-2.9869437587647","0.53","","",""
"GABA3","Tpt1","0.239","-1.8204303461821","0.522","","",""
"GABA3","Chrm1","0.761","2.9648790091754","0.522","","",""
"GABA3","Pcp4l1","0.76","2.988883471491","0.52","","",""
"GABA3","Wfs1","0.76","1.7790660308083","0.52","","",""
"GABA3","Kcnab1","0.756","2.0251894848518","0.512","","",""
"GABA3","As3mt","0.245","-2.5933873245432","0.51","","",""
"GABA3","Cd63","0.246","-2.2193838074962","0.508","","",""
"GABA3","Pkig","0.751","1.1144893905029","0.502","","",""
"GABA3","Rarb","0.75","2.3841063761153","0.5","","",""
"GABA3","Hmgb1","0.251","-1.7494751416192","0.498","","",""
"GABA3","Morf4l1","0.251","-1.1296971127651","0.498","","",""
"GABA3","Rps27a","0.252","-2.4444068451029","0.496","","",""
"GABA3","Uba52","0.252","-1.6669795026769","0.496","","",""
"GABA3","Gda","0.748","1.308330613594","0.496","","",""
"GABA3","Jph4","0.748","1.0912948446552","0.496","","",""
"GABA3","Nrgn","0.745","1.7610617794636","0.49","","",""
"GABA3","Lypd1","0.744","2.028466971886","0.488","","",""
"GABA3","Cib2","0.257","-2.3454148184483","0.486","","",""
"GABA3","Dner","0.257","-1.0864258632569","0.486","","",""
"GABA3","Lmna","0.257","-2.3490539390632","0.486","","",""
"GABA3","Rpl24","0.257","-5.6064220640087","0.486","","",""
"GABA3","Tmem176b","0.257","-3.3629662551115","0.486","","",""
"GABA3","Tppp3","0.257","-1.1144161955107","0.486","","",""
"GABA3","Hpcal4","0.743","1.1514308079183","0.486","","",""
"GABA3","Arf3","0.74","1.1838721006155","0.48","","",""
"GABA3","Caln1","0.74","2.2991507314581","0.48","","",""
"GABA3","Grm5","0.739","1.4316396615371","0.478","","",""
"GABA3","Tmie","0.262","-2.4554463790025","0.476","","",""
"GABA3","Chn2","0.735","2.0163493868098","0.47","","",""
"GABA3","Rps29","0.266","-2.3944674201881","0.468","","",""
"GABA3","Ablim2","0.733","1.4110580480298","0.466","","",""
"GABA3","Cx3cl1","0.733","1.1079685279343","0.466","","",""
"GABA3","Mmd","0.733","1.2779786244233","0.466","","",""
"GABA3","Phyhip","0.732","1.4079277594817","0.464","","",""
"GABA3","Rpl36a","0.269","-2.2911024714483","0.462","","",""
"GABA3","Mctp1","0.731","2.8119486578046","0.462","","",""
"GABA3","Rpl18a","0.27","-1.1686842681228","0.46","","",""
"GABA3","Rpl7a","0.27","-2.1808198426054","0.46","","",""
"GABA3","B630019K06Rik","0.271","-1.3998504168883","0.458","","",""
"GABA3","Tmem22","0.271","-1.5460074701322","0.458","","",""
"GABA3","Rps4x","0.272","-1.3795868876786","0.456","","",""
"GABA3","Dlk1","0.273","-1.2536510603883","0.454","","",""
"GABA3","Rpl13","0.273","-1.0511473759373","0.454","","",""
"GABA3","Ttyh1","0.727","1.3699638604725","0.454","","",""
"GABA3","Rpl23a","0.274","-2.9592471264035","0.452","","",""
"GABA3","Sowaha","0.725","1.7113659809108","0.45","","",""
"GABA3","Tmem158","0.725","1.0287449934578","0.45","","",""
"GABA3","Rps13","0.278","-1.9880722524684","0.444","","",""
"GABA3","AI593442","0.722","1.4191700362531","0.444","","",""
"GABA3","Fam183b","0.279","-1.8829210392863","0.442","","",""
"GABA3","Rpl11","0.28","-1.9480103040737","0.44","","",""
"GABA3","Mlec","0.281","-1.4830979092458","0.438","","",""
"GABA3","Ubxn2a","0.281","-2.1246097597206","0.438","","",""
"GABA3","Sccpdh","0.282","-1.2800528238356","0.436","","",""
"GABA3","Rpl9","0.284","-2.1458105302118","0.432","","",""
"GABA3","Asb4","0.286","-5.1151390812173","0.428","","",""
"GABA3","Fau","0.287","-1.3859359302193","0.426","","",""
"GABA3","Rps16","0.288","-1.7361002189028","0.424","","",""
"GABA3","Actn1","0.712","1.4548772587292","0.424","","",""
"GABA3","Aldoc","0.289","-1.3804555630468","0.422","","",""
"GABA3","Arhgdig","0.289","-1.2942209265207","0.422","","",""
"GABA3","Erlec1","0.289","-1.0899045924957","0.422","","",""
"GABA3","Rps12","0.289","-1.8252448972067","0.422","","",""
"GABA3","Rpl17","0.29","-2.3536055106742","0.42","","",""
"GABA3","Rpl18","0.29","-1.1135882227014","0.42","","",""
"GABA3","Rpl21","0.29","-1.9773836786413","0.42","","",""
"GABA3","Scn9a","0.29","-2.0253117491255","0.42","","",""
"GABA3","Slc38a1","0.29","-1.2208242766808","0.42","","",""
"GABA3","Cxxc5","0.291","-4.747191104272","0.418","","",""
"GABA3","Rpl27","0.291","-2.4234952351968","0.418","","",""
"GABA3","Rpsa","0.291","-1.8901882330766","0.418","","",""
"GABA3","Slc35f1","0.709","1.3262045580834","0.418","","",""
"GABA3","Fhad1","0.292","-4.7486845726105","0.416","","",""
"GABA3","Gpm6b","0.708","1.0345543200765","0.416","","",""
"GABA3","Spint2","0.294","-1.1976993961689","0.412","","",""
"GABA3","Tmx1","0.295","-1.1953333535716","0.41","","",""
"GABA3","Atp2b4","0.705","1.3167340988662","0.41","","",""
"GABA3","Drd1a","0.705","2.8545266323526","0.41","","",""
"GABA3","Itpka","0.705","3.3508885009859","0.41","","",""
"GABA3","AW551984","0.296","-1.1958672093476","0.408","","",""
"GABA3","Npc2","0.296","-1.3434222281956","0.408","","",""
"GABA3","Rps6","0.297","-1.8197063060972","0.406","","",""
"GABA3","Plcb1","0.703","1.1548989376551","0.406","","",""
"GABA3","Foxp1","0.702","1.8112599588132","0.404","","",""
"GABA3","Penk","0.702","2.5841393961316","0.404","","",""
"GABA3","Rgs14","0.702","3.1125143776428","0.404","","",""
"GABA3","Dnajb1","0.299","-1.5052114742642","0.402","","",""
"GABA3","Lbh","0.299","-2.6420934894431","0.402","","",""
"GABA3","Rpl19","0.299","-1.3217345427692","0.402","","",""
"GABA3","Rpl36","0.299","-1.4951825180547","0.402","","",""
"GABA3","Rps23","0.299","-1.9177570883084","0.402","","",""
"GABA3","Nhp2","0.701","1.5560395585845","0.402","","",""
"GABA3","Slc16a2","0.701","1.8907770216027","0.402","","",""
"GABA3","Rpl10","0.3","-2.4056645542252","0.4","","",""
"GABA4","Nat8l","0.791","1.7119863358482","0.582","","",""
"GABA4","Edc4","0.789","1.3077541072747","0.578","","",""
"GABA4","Nefl","0.785","1.0329577871409","0.57","","",""
"GABA4","Gabra1","0.779","1.3638695862132","0.558","","",""
"GABA4","Fgf12","0.77","1.0809645004226","0.54","","",""
"GABA4","Pde6g","0.769","4.0741193251908","0.538","","",""
"GABA4","Aldoc","0.756","1.1893178186421","0.512","","",""
"GABA4","Plcb1","0.755","1.31032719292","0.51","","",""
"GABA4","Bcas3","0.753","1.2322141475668","0.506","","",""
"GABA4","Fosb","0.259","-1.401526029722","0.482","","",""
"GABA4","Rpl15","0.269","-1.6918587683613","0.462","","",""
"GABA4","Slc35c2","0.727","1.0912751456916","0.454","","",""
"GABA4","Sag","0.726","3.4071430545883","0.452","","",""
"GABA4","Galntl4","0.724","1.1789090967223","0.448","","",""
